id	Class	agey	hispn	white	black	asian	male	educ	trump	incomec	veg_diet	income	ecocatas	humabuse	ecocrisis	nep	famsec	honpar	selfdisc	trad	equal	socjust	peace	halt	resperth	protenv	unnat	balt	excit	curious	varied	open	infl	author	wealth	self	andig	pcruel	comp	animal	biovote	bioprice	biodon	biowts	climvote	climprice	climdon	climwts	anwbvote	anwbprice	anwbdon	anwbwts	SciThinking	BT.fam	sci_rel_-1	sci_rel_2	sci_rel_3	sci_rel_4	sci_rel_5	science	religiosity	politics	edu_cat	age_cat	edu_cat_STEM	race_cat	farm_c	farm_now	farm	ag_famil
318	c	65	0	0	1	0	0	3	0	37.5	1	2	5	4	4	4.333333492	5	5	5	5	5	5	5	5	5	5	4	4.666666508	4	5	4	4.333333492	4	3	3	3.333333254	5	5	4	4.666666508	4	3	4	3.666666746	4	4	5	4.333333492	4	4	5	4.333333492	0.5	1.8	4	3	5	3	4	4	3.666666667	2.666666667	2	3	2	3	0	0	0	2
319	d	53	0	1	0	0	1	2	1	125	1	5	5	5	5	5	5	5	4	4.666666508	5	4	4	4.333333492	5	5	4	4.666666508	4	4	3	3.666666746	3	3	3	3	5	5	5	5	3	4	4	3.666666746	3	5	5	4.333333492	4	4	4	4	0.5	3	2	3	2	3	3	2.5	3	3.666666667	1	3	1	1	0	1	1	3
320	e	48	1	1	0	0	1	5	1	125	1	5	5	4	4	4.333333492	5	5	4	4.666666508	5	3	5	4.333333492	4	3	3	3.333333254	4	5	4	4.333333492	4	5	3	4	5	5	5	5	3	1	1	1.666666627	3	1	1	1.666666627	4	3	1	2.666666746	0.25	1.4	5	1	1	2	3	1	3	2.666666667	2	2	2	2	0	0	0	1
321	c	28	0	0	1	0	0	4	0	125	1	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	5	4	4.333333492	4	5	5	4.666666508	5	5	4	4.666666508	5	5	5	5	5	5	4	4.666666508	5	5	5	5	0.5	3.8	5	1	1	2	2	1	2.333333333	1.666666667	3	1	4	3	0	0	0	2
322	d	36	0	0	0	1	0	4	0	12.5	2	1	3	4	3	3.333333254	4	4	3	3.666666746	4	3	4	3.666666746	4	4	4	4	3	4	3	3.333333254	4	3	2	3	3	4	3	3.333333254	3	3	3	3	3	3	3	3	3	3	3	3	0.25	3	3	3	3	3	3	3	3	3.157528285	3	1	4	4	0	0	0	2
323	e	70	0	1	0	0	1	3	1	37.5	1	2	3	3	2	2.666666746	5	5	5	5	5	5	5	5	5	4	4	4.333333492	4	3	4	3.666666746	5	3	4	4	5	5	4	4.666666508	2	4	3	3	3	3	4	3.333333254	4	4	4	4	0.5	2.4	4	5	5	4	3	5	3.333333333	4.666666667	2	3	2	1	0	0	0	2
324	c	70	0	1	0	0	0	5	1	12.5	1	1	4	5	4	4.333333492	5	4	3	4	5	5	5	5	5	5	5	5	3	4	3	3.333333254	3	3	2	2.666666746	5	5	5	5	5	1	1	2.333333254	5	1	1	2.333333254	5	1	1	2.333333254	0.5	2	3	3	3	2	3	3	2.666666667	2.666666667	2	3	2	1	0	0	0	1
325	b	59	0	1	0	0	0	4	1	37.5	1	2	4	5	4	4.333333492	5	5	4	4.666666508	5	5	5	5	5	5	5	5	5	4	5	4.666666508	5	4	4	4.333333492	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	0.25	2.4	5	4	4	3	4	4	3.666666667	3.666666667	3	3	3	1	0	0	0	2
326	d	59	0	1	0	0	0	3	0	12.5	1	1	4	4	4	4	5	5	4	4.666666508	5	4	5	4.666666508	5	5	5	5	4	4	4	4	4	4	4	4	5	5	5	5	3	3	4	3.333333254	4	4	4	4	4	4	4	4	0.5	4	3	3	4	3	4	3.5	3.666666667	3.666666667	2	3	2	1	0	0	0	1
327	d	24	0	1	0	0	0	2	0	12.5	1	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	0.25	3	3	3	3	3	3	3	3	4.157528285	1	1	1	1	1	0	1	0
328	d	30	0	0	0	1	0	4	0	60.25	2	3	3	5	5	4.333333492	3	3	4	3.333333254	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3.333333254	4	3	3	3.333333254	3	3	3	3	3	3	3	3	3	3	3	3	1	2.4	3	3	3	3	3	3	3	3.157528285	3	1	3	4	0	0	0	2
329	b	56	0	0	1	0	0	5	0	37.5	1	2	3	4	4	3.666666746	5	5	5	5	5	5	5	5	4	5	4	4.333333492	4	4	4	4	4	4	4	4	4	5	4	4.333333492	3	3	3	3	4	3	3	3.333333254	4	4	3	3.666666746	0.25	2.6	4	4	5	4	3	4.5	3.666666667	2.666666667	2	3	2	3	0	0	0	2
330	d	66	0	1	0	0	1	6	1	60.25	1	3	2	2	2	2	5	4	5	4.666666508	4	2	5	3.666666746	4	2	4	3.333333254	4	4	4	4	3	3	2	2.666666746	3	4	1	2.666666746	4	3	1	2.666666746	1	1	1	1	3	1	1	1.666666627	1	4.2	1	2	4	2	1	3	1.666666667	5	3	3	4	1	1	0	1	4
331	c	66	0	1	0	0	1	5	1	125	1	5	3	4	3	3.333333254	5	5	3	4.333333492	4	4	5	4.333333492	4	4	3	3.666666746	4	3	5	4	3	2	3	2.666666746	5	4	4	4.333333492	4	4	2	3.333333254	4	3	2	3	3	4	4	3.666666746	0.75	1.2	3	2	5	2	3	3.5	2.333333333	3.666666667	2	3	2	1	0	0	0	0
332	e	26	0	0	0	0	0	2	0	37.5	1	2	4	4	4	4	5	5	5	5	5	5	5	5	5	3	5	4.333333492	4	5	4	4.333333492	2	1	1	1.333333373	5	3	5	4.333333492	4	4	3	3.666666746	4	3	4	3.666666746	4	4	4	4	0.5	4	4	2	3	2	2	2.5	2.333333333	2.490861619	1	1	1	5	0	1	1	4
333	d	29	0	0	1	0	0	5	0	12.5	1	1	3	4	3	3.333333254	4	3	3	3.333333254	5	4	5	4.666666508	3	3	3	3	3	3	3	3	3	3	4	3.333333254	4	5	4	4.333333492	3	3	3	3	3	3	3	3	3	3	3	3	0.5	3	3	2	1	3	2	1.5	2.666666667	1.333333333	2	1	2	3	0	0	0	1
334	d	30	1	0	0	0	1	5	1	37.5	2	2	2	3	2	2.333333254	5	5	5	5	5	5	5	5	5	5	4	4.666666508	5	4	4	4.333333492	5	4	4	4.333333492	5	5	4	4.666666508	5	5	4	4.666666508	4	5	4	4.333333492	4	5	5	4.666666508	0.5	4	2	5	4	2	2	4.5	2	5.333333333	2	1	2	2	0	1	1	4
335	d	40	1	1	0	0	0	5	0	60.25	1	3	5	5	4	4.666666508	2	3	4	3	3	4	3	3.333333254	4	3	3	3.333333254	2	3	4	3	4	3	2	3	3	3	3	3	3	1	2	2	3	2	3	2.666666746	3	2	3	2.666666746	0	3.2	2	2	4	4	3	3	3.333333333	3.157528285	2	1	2	2	0	0	0	1
336	c	57	0	1	0	0	0	5	1	87.5	1	4	3	4	3	3.333333254	5	5	4	4.666666508	5	4	4	4.333333492	4	4	4	4	5	5	4	4.666666508	3	4	2	3	5	4	5	4.666666508	3	1	1	1.666666627	3	1	1	1.666666627	5	1	1	2.333333254	1	1	3	2	4	2	2	3	2	5	2	3	2	1	0	1	1	0
337	d	71	0	1	0	0	0	4	1	125	1	5	3	3	3	3	5	5	5	5	5	5	5	5	5	5	5	5	5	5	3	4.333333492	5	3	3	3.666666746	5	5	3	4.333333492	3	3	3	3	3	3	3	3	3	3	3	3	0.25	1	3	2	4	3	4	3	3.666666667	4	3	3	3	1	0	0	0	0
338	c	30	1	0	1	0	0	5	0	60.25	1	3	5	5	5	5	5	5	5	5	5	4	5	4.666666508	5	3	5	4.333333492	5	5	5	5	4	5	5	4.666666508	4	5	5	4.666666508	4	5	5	4.666666508	2	5	5	4	4	5	5	4.666666508	1	3.2	4	3	4	4	2	3.5	3.333333333	1.666666667	2	1	2	3	0	0	0	2
339	e	23	0	1	0	0	0	1	0	37.5	1	2	5	5	1	3.666666746	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	3	4	4	3.666666746	4	4	4	4	4	4	4	4	0.25	2.6	1	5	5	5	2	5	3	3.157528285	1	1	1	1	0	0	0	1
340	a	65	0	1	0	0	0	5	1	125	1	5	4	5	5	4.666666508	5	5	4	4.666666508	5	4	5	4.666666508	5	5	5	5	4	5	4	4.333333492	3	2	2	2.333333254	5	5	5	5	3	3	3	3	5	3	3	3.666666746	5	4	4	4.333333492	0.75	1	5	3	4	1	1	3.5	1.666666667	4.333333333	2	3	2	1	0	1	1	0
341	e	27	0	1	0	0	0	5	0	12.5	1	1	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	3	1	1	1.666666627	5	5	1	3.666666746	5	5	1	3.666666746	0.25	1	5	1	1	1	5	1	3.666666667	3.157528285	2	1	2	1	0	0	0	4
342	d	29	0	0	0	1	1	4	0	60.25	1	3	4	4	4	4	5	5	5	5	5	4	4	4.333333492	4	3	4	3.666666746	5	4	4	4.333333492	4	3	5	4	4	3	3	3.333333254	4	4	4	4	4	4	4	4	4	4	4	4	0.25	2	2	3	2	4	4	2.5	4	2.490861619	3	1	3	4	0	0	0	1
343	b	23	0	1	0	0	0	2	0	12.5	1	1	5	5	3	4.333333492	5	4	3	4	3	5	5	4.333333492	5	5	3	4.333333492	3	3	3	3	3	5	3	3.666666746	5	5	4	4.666666508	3	3	3	3	4	3	4	3.666666746	5	3	3	3.666666746	0.5	1	3	3	1	3	2	2	2.666666667	3.157528285	1	1	1	1	0	1	1	2
344	c	62	0	1	0	0	0	6	0	60.25	1	3	5	5	5	5	4	5	4	4.333333492	4	4	5	4.333333492	4	4	4	4	3	3	3	3	3	4	2	3	4	3	4	3.666666746	4	4	3	3.666666746	5	5	4	4.666666508	3	3	3	3	0.75	3.2	4	3	2	2	2	2.5	2.666666667	2	3	3	3	1	1	1	1	1
345	b	58	0	1	0	0	0	4	0	125	1	5	4	4	4	4	5	4	4	4.333333492	3	3	4	3.333333254	3	4	3	3.333333254	3	3	5	3.666666746	3	2	2	2.333333254	5	3	4	4	4	4	3	3.666666746	5	4	3	4	4	4	3	3.666666746	1	1.6	3	2	1	3	3	1.5	3	2.490861619	3	3	4	1	0	0	0	1
346	e	45	0	1	0	0	1	2	0	87.5	1	4	5	5	5	5	4	1	4	3	5	5	5	5	5	5	5	5	4	5	4	4.333333492	4	1	1	2	5	5	4	4.666666508	5	4	5	4.666666508	5	4	5	4.666666508	5	4	5	4.666666508	0.5	4	5	1	1	1	5	1	3.666666667	1	1	2	1	1	0	0	0	3
347	a	38	0	0	0	0	1	1	0	12.5	1	1	5	4	4	4.333333492	4	3	3	3.333333254	3	2	2	2.333333254	3	1	3	2.333333254	3	2	3	2.666666746	1	3	3	2.333333254	3	4	2	3	3	2	2	2.333333254	4	2	2	2.666666746	4	2	2	2.666666746	1	2.6	5	3	3	1	1	3	1	3.157528285	1	1	1	0	1	1	1	2
348	c	39	0	1	0	0	0	2	1	60.25	1	3	4	4	2	3.333333254	5	4	3	4	4	3	4	3.666666746	3	3	3	3	4	3	3	3.333333254	4	3	4	3.666666746	4	4	2	3.333333254	2	3	3	2.666666746	4	4	3	3.666666746	3	3	2	2.666666746	0.25	2	3	4	2	3	2	3	2.666666667	4	1	1	1	1	0	0	0	1
349	d	56	0	1	0	0	1	3	0	37.5	1	2	4	5	4	4.333333492	5	5	4	4.666666508	1	3	5	3	5	4	5	4.666666508	5	5	5	5	1	3	5	3	5	5	5	5	3	5	5	4.333333492	5	5	5	5	5	5	5	5	0.5	3.8	4	1	1	5	5	1	5	2.666666667	2	3	2	1	0	0	0	1
350	c	40	0	1	0	1	0	2	0	60.25	1	3	5	4	5	4.666666508	4	4	3	3.666666746	4	4	4	4	4	4	4	4	3	3	4	3.333333254	3	3	3	3	4	4	3	3.666666746	4	4	4	4	4	4	4	4	4	4	4	4	0.5	2.2	5	1	2	2	2	1.5	2.333333333	2	1	1	1	4	1	0	1	1
351	c	52	0	1	0	0	0	5	0	60.25	1	3	4	4	4	4	4	4	3	3.666666746	4	4	5	4.333333492	4	4	4	4	3	4	3	3.333333254	2	2	2	2	4	4	4	4	4	4	4	4	5	4	4	4.333333492	4	4	4	4	0.75	2	4	2	4	2	2	3	2.666666667	3.157528285	2	2	2	1	0	0	0	1
352	e	54	0	1	0	0	0	5	1	37.5	1	2	4	4	5	4.333333492	4	5	4	4.333333492	4	4	5	4.333333492	4	4	4	4	3	4	2	3	4	3	2	3	5	5	4	4.666666508	4	2	2	2.666666746	4	2	4	3.333333254	5	5	5	5	0.5	4	4	4	4	2	2	4	2.666666667	4	2	3	2	1	1	1	1	3
353	d	64	0	0	1	0	0	2	0	12.5	1	1	4	4	4	4	5	5	5	5	5	5	5	5	3	5	3	3.666666746	5	4	3	4	5	3	3	3.666666746	4	4	4	4	3	3	3	3	3	4	3	3.333333254	3	3	3	3	0.5	2.6	4	5	5	3	3	5	3	3.157528285	1	3	1	3	0	0	0	0
354	c	59	0	1	0	0	0	2	0	12.5	1	1	4	5	4	4.333333492	5	5	5	5	5	5	5	5	5	5	5	5	5	4	4	4.333333492	3	5	3	3.666666746	5	5	3	4.333333492	3	3	5	3.666666746	5	4	5	4.666666508	5	4	5	4.666666508	0.75	2.6	4	5	5	3	2	5	3	2.824194952	1	3	1	1	0	0	0	0
355	e	66	0	1	0	0	0	2	0	12.5	1	1	5	5	5	5	5	5	4	4.666666508	4	5	4	4.333333492	4	4	4	4	4	4	5	4.333333492	5	5	5	5	4	5	5	4.666666508	3	4	4	3.666666746	4	4	4	4	5	5	5	5	0.5	4	5	5	5	2	2	5	2	1.666666667	1	3	1	1	0	0	0	3
356	c	65	0	1	0	0	1	4	0	60.25	1	3	5	5	5	5	5	5	4	4.666666508	5	5	5	5	5	5	5	5	5	5	5	5	3	2	2	2.333333254	5	4	4	4.333333492	4	4	4	4	5	5	4	4.666666508	4	4	4	4	0.25	2.2	4	1	1	2	4	1	3.333333333	2.333333333	3	3	3	1	0	0	0	2
357	d	45	0	1	0	0	0	3	1	12.5	1	1	4	4	3	3.666666746	3	3	4	3.333333254	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	5	5	3	4.333333492	3	3	3	3	3	3	3	3	3	3	3	3	0.5	3.2	3	4	4	3	3	4	3.333333333	3.333333333	2	2	2	1	0	0	0	2
358	d	30	0	1	0	0	0	4	0	87.5	3	4	3	4	2	3	5	5	5	5	5	4	5	4.666666508	5	5	4	4.666666508	4	4	5	4.333333492	5	4	4	4.333333492	4	4	4	4	4	4	4	4	4	3	3	3.333333254	3	3	4	3.333333254	0.25	2.8	3	3	4	4	4	3.5	4	3.157528285	3	1	4	1	0	0	0	2
359	c	77	0	0	0	0	0	5	0	12.5	2	1	5	5	5	5	3	5	4	4	5	5	5	5	5	5	5	5	3	5	4	4	5	5	4	4.666666508	5	5	5	5	5	4	4	4.333333492	5	5	4	4.666666508	5	5	3	4.333333492	0.75	2.4	5	3	5	3	3	4	3	2.666666667	2	4	2	0	0	0	0	1
360	a	26	0	1	0	0	0	2	1	12.5	1	1	3	4	1	2.666666746	5	5	5	5	5	5	5	5	4	3	3	3.333333254	4	5	5	4.666666508	5	4	3	4	4	4	4	4	3	3	3	3	3	3	3	3	4	4	4	4	0.75	4	5	4	5	1	1	4.5	1	4	1	1	1	1	0	0	0	3
361	c	27	0	0	0	1	0	5	1	60.25	1	3	4	3	1	2.666666746	4	5	5	4.666666508	3	4	4	3.666666746	4	3	4	3.666666746	3	4	4	3.666666746	5	4	3	4	3	4	3	3.333333254	4	3	3	3.333333254	5	4	3	4	4	5	4	4.333333492	0.75	4	5	3	4	4	4	3.5	4.333333333	2.666666667	2	1	2	4	0	0	0	3
362	d	74	0	1	0	0	0	3	0	37.5	1	2	5	4	5	4.666666508	5	5	4	4.666666508	5	4	5	4.666666508	5	5	5	5	3	3	4	3.333333254	5	4	4	4.333333492	5	5	5	5	5	4	3	4	5	4	3	4	5	5	5	5	0.25	2.2	4	1	1	4	4	1	4.333333333	1.666666667	2	4	2	1	0	0	0	2
363	c	58	1	1	0	0	0	5	0	12.5	1	1	4	5	4	4.333333492	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	3	3	3.666666746	5	5	5	5	4	4	4	4	4	5	4	4.333333492	4	5	5	4.666666508	0.5	2.4	4	4	5	3	3	4.5	3.333333333	3.157528285	2	3	2	2	0	0	0	1
364	a	59	0	1	0	0	0	2	0	37.5	1	2	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	3	5	4	4	3	1	1	1.666666627	5	5	5	5	5	3	5	4.333333492	5	3	5	4.333333492	5	3	5	4.333333492	0.75	2	3	5	5	1	1	5	2	1	1	3	1	1	1	1	1	2
365	b	68	0	1	0	0	0	4	1	37.5	1	2	2	4	4	3.333333254	5	5	4	4.666666508	5	5	5	5	5	4	4	4.333333492	2	5	3	3.333333254	2	2	2	2	5	5	4	4.666666508	4	3	4	3.666666746	4	4	4	4	4	4	4	4	1	2	4	2	2	1	1	2	1.666666667	3.333333333	3	3	3	1	0	0	0	1
366	c	75	0	1	0	0	0	4	1	37.5	1	2	4	4	4	4	5	5	4	4.666666508	4	4	5	4.333333492	4	4	3	3.666666746	3	3	3	3	4	3	4	3.666666746	4	3	2	3	3	3	3	3	3	3	3	3	3	3	3	3	0.25	1.4	1	4	5	4	4	4.5	4.333333333	4.666666667	3	4	4	1	0	0	0	1
367	c	32	0	1	0	0	1	4	0	60.25	1	3	5	4	5	4.666666508	5	5	4	4.666666508	5	5	5	5	5	5	5	5	4	5	4	4.333333492	3	1	1	1.666666627	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	0.75	1.2	4	3	4	1	3	3.5	2.333333333	1.333333333	3	1	3	1	0	0	0	2
368	e	65	0	0	1	0	1	1	0	37.5	1	2	4	4	2	3.333333254	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	0.5	4	4	4	4	4	4	4	4	1	1	3	1	3	1	1	1	3
369	c	62	0	0	0	0	0	5	0	12.5	1	1	4	4	5	4.333333492	5	5	5	5	5	5	5	5	5	5	5	5	3	3	4	3.333333254	4	3	2	3	5	5	5	5	3	3	3	3	5	4	3	4	4	4	3	3.666666746	0.75	3	4	4	5	3	3	4.5	3	1	2	3	2	0	0	0	0	0
370	b	40	0	1	0	0	0	5	1	12.5	1	1	4	4	5	4.333333492	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	4.666666508	5	5	5	5	5	2	3	3.333333254	5	2	3	3.333333254	5	2	3	3.333333254	0.5	3.2	5	4	3	3	3	3.5	3	3.333333333	2	1	2	5	0	0	0	2
371	c	39	0	1	0	0	0	2	0	125	1	5	3	4	3	3.333333254	5	4	4	4.333333492	3	3	4	3.333333254	4	3	4	3.666666746	4	4	4	4	3	3	4	3.333333254	3	2	2	2.333333254	3	4	1	2.666666746	3	4	1	2.666666746	3	2	1	2	0.25	1	2	1	1	4	4	1	4.333333333	3	1	1	1	1	1	0	1	0
372	e	64	0	0	1	0	0	6	0	60.25	1	3	4	3	4	3.666666746	5	5	5	5	5	5	5	5	4	5	5	4.666666508	4	4	5	4.333333492	5	4	4	4.333333492	5	5	4	4.666666508	4	4	4	4	5	4	4	4.333333492	5	4	4	4.333333492	0.5	3.2	3	4	4	4	4	4	4	2.333333333	3	3	3	3	0	0	0	2
373	c	82	0	1	0	0	1	2	1	37.5	1	2	4	4	3	3.666666746	5	5	5	5	5	5	5	5	5	5	5	5	4	4	5	4.333333492	5	5	4	4.666666508	5	5	5	5	3	3	3	3	3	3	3	3	3	3	3	3	0.75	3	4	3	4	2	2	3.5	2	5	1	4	1	1	1	0	1	1
374	b	64	0	1	0	0	0	5	0	60.25	1	3	4	4	5	4.333333492	5	5	5	5	5	4	5	4.666666508	5	5	5	5	5	5	5	5	5	3	4	4	5	5	5	5	5	5	5	5	5	5	5	5	4	5	5	4.666666508	0.25	3.2	4	1	4	2	3	2.5	2.666666667	3	2	3	2	1	0	1	1	2
375	c	76	0	0	0	0	1	2	0	12.5	1	1	2	5	2	3	5	3	3	3.666666746	3	4	5	4	3	4	4	3.666666746	2	3	3	2.666666746	3	2	2	2.333333254	4	4	3	3.666666746	3	1	2	2	4	1	1	2	4	4	3	3.666666746	0.25	1.8	4	5	5	3	2	5	2.666666667	3.824194952	1	4	1	5	0	0	0	0
376	c	49	1	1	0	0	1	2	0	12.5	1	1	3	4	3	3.333333254	5	3	5	4.333333492	4	4	4	4	4	5	4	4.333333492	3	3	4	3.333333254	3	1	1	1.666666627	5	5	3	4.333333492	3	3	3	3	3	3	3	3	3	3	3	3	1	3.6	3	4	4	2	3	4	2.666666667	4.490861619	1	2	1	2	0	0	0	0
377	c	64	0	0	0	1	0	5	0	125	1	5	4	4	4	4	5	5	4	4.666666508	5	5	5	5	5	5	4	4.666666508	4	4	4	4	5	4	3	4	4	4	4	4	5	4	5	4.666666508	5	4	5	4.666666508	5	4	4	4.333333492	0.75	3.6	5	2	4	3	4	3	3.666666667	2.824194952	2	3	2	4	0	0	0	2
378	c	74	0	0	0	0	0	6	0	125	2	5	4	4	4	4	5	3	4	4	5	5	5	5	5	5	5	5	3	3	3	3	4	2	4	3.333333254	5	5	5	5	5	3	3	3.666666746	5	3	3	3.666666746	5	3	3	3.666666746	0.75	2.2	5	1	5	2	3	3	2.666666667	1	3	4	3	0	0	0	0	1
379	c	24	1	1	0	0	0	4	0	125	1	5	5	5	5	5	5	3	4	4	5	4	4	4.333333492	4	4	4	4	4	3	3	3.333333254	2	3	2	2.333333254	4	4	3	3.666666746	5	5	5	5	5	5	5	5	5	5	5	5	1	3.6	5	1	1	3	3	1	3	3	3	1	3	2	1	0	1	2
380	e	44	0	1	0	0	0	4	1	87.5	1	4	4	5	5	4.666666508	5	5	4	4.666666508	5	4	5	4.666666508	5	5	5	5	4	5	5	4.666666508	5	3	4	4	5	5	5	5	4	4	4	4	5	4	5	4.666666508	5	5	5	5	1	2.4	3	3	2	4	3	2.5	3.666666667	3.333333333	3	2	3	1	0	0	0	2
381	c	64	0	1	0	0	0	4	1	60.25	1	3	1	1	1	1	5	5	4	4.666666508	2	1	3	2	3	3	3	3	2	4	3	3	2	3	2	2.333333254	5	5	4	4.666666508	2	1	1	1.333333373	1	1	1	1	4	2	2	2.666666746	0.75	2.8	4	5	5	3	2	5	2	4.666666667	3	3	3	1	0	0	0	1
382	c	30	0	1	0	0	1	4	0	87.5	2	4	3	3	3	3	4	4	3	3.666666746	4	4	4	4	3	3	3	3	3	3	4	3.333333254	4	4	4	4	4	3	3	3.333333254	4	4	4	4	3	3	3	3	4	3	4	3.666666746	0.25	4.4	3	4	3	4	3	3.5	3.333333333	2	3	1	4	1	0	1	1	3
383	d	76	0	1	0	0	0	5	0	37.5	1	2	4	4	3	3.666666746	5	5	5	5	5	5	5	5	5	5	3	4.333333492	4	5	4	4.333333492	4	1	3	2.666666746	5	5	5	5	3	3	3	3	3	3	3	3	3	3	3	3	0.75	3	3	5	4	3	3	4.5	3	4.490861619	2	4	2	1	0	0	0	0
384	d	18	1	0	0	0	1	2	0	87.5	1	4	5	4	5	4.666666508	4	4	4	4	5	3	5	4.333333492	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	3	3	3	3	3	3	4	3.333333254	3	3	3	3	0.5	3.4	4	2	3	4	4	2.5	4.333333333	2.157528285	1	1	1	5	0	0	0	2
385	e	39	0	1	0	0	0	4	0	125	1	5	4	4	2	3.333333254	5	5	4	4.666666508	5	5	5	5	5	5	5	5	5	4	5	4.666666508	4	3	3	3.333333254	5	5	5	5	4	4	5	4.333333492	4	5	4	4.333333492	2	4	4	3.333333254	0.5	4.6	4	4	5	4	4	4.5	4.333333333	2.824194952	3	1	3	1	0	0	0	2
386	c	24	0	0	0	1	0	5	0	12.5	1	1	3	4	3	3.333333254	5	5	4	4.666666508	4	3	4	3.666666746	4	4	3	3.666666746	3	4	4	3.666666746	3	2	3	2.666666746	5	5	5	5	3	3	3	3	3	3	3	3	3	3	3	3	1	3	3	2	3	3	3	2.5	3	3.157528285	2	1	2	4	0	0	0	0
387	c	24	0	0	0	1	0	4	0	37.5	1	2	4	5	4	4.333333492	5	4	4	4.333333492	4	4	4	4	4	4	4	4	3	4	4	3.666666746	4	3	4	3.666666746	4	4	4	4	3	3	3	3	4	4	4	4	4	4	4	4	0.5	2	4	3	4	3	2	3.5	3	2.333333333	3	1	4	4	0	0	0	1
388	d	37	1	0	0	0	0	5	0	60.25	1	3	3	4	2	3	3	3	3	3	3	3	3	3	4	3	3	3.333333254	3	3	4	3.333333254	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3.333333254	3	3	3	3	0.25	3.8	3	3	3	3	4	3	3.333333333	2.333333333	2	1	2	2	1	1	1	2
389	a	59	0	1	0	0	1	2	0	125	1	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	5	5	4.666666508	4	3	4	3.666666746	5	5	5	5	5	4	4	4.333333492	5	4	4	4.333333492	5	4	4	4.333333492	0.75	3.6	4	4	3	1	1	3.5	1	3.157528285	1	3	1	1	0	0	0	1
390	d	61	0	1	0	0	0	2	0	87.5	1	4	3	4	4	3.666666746	5	5	5	5	5	5	5	5	5	5	5	5	3	5	4	4	3	3	3	3	5	5	5	5	5	3	3	3.666666746	5	3	3	3.666666746	4	3	3	3.333333254	0.5	3.4	4	2	1	3	3	1.5	3	2	1	3	1	1	0	0	0	1
391	d	39	0	1	0	0	0	2	0	60.25	1	3	3	4	3	3.333333254	5	5	5	5	5	5	5	5	5	5	4	4.666666508	4	5	5	4.666666508	5	4	5	4.666666508	5	5	4	4.666666508	3	1	3	2.333333254	3	1	3	2.333333254	3	1	3	2.333333254	1	1	3	4	4	3	3	4	3	3.157528285	1	1	1	1	0	0	0	0
392	d	34	0	1	0	0	0	2	0	37.5	1	2	3	3	3	3	4	3	4	3.666666746	5	3	3	3.666666746	3	3	3	3	2	3	3	2.666666746	3	3	1	2.333333254	3	3	3	3	3	1	3	2.333333254	3	1	3	2.333333254	3	1	3	2.333333254	0.5	1.6	3	1	1	3	3	1	3.333333333	2	1	1	1	1	0	0	0	0
393	e	47	0	0	0	1	0	4	1	60.25	1	3	3	4	2	3	5	5	5	5	5	4	5	4.666666508	5	5	5	5	5	4	5	4.666666508	5	4	3	4	5	5	5	5	4	3	2	3	3	4	3	3.333333254	4	4	2	3.333333254	1	3.4	4	4	5	3	3	4.5	3	5.333333333	3	2	3	4	1	1	1	3
394	e	60	0	1	0	0	0	5	1	12.5	1	1	4	4	3	3.666666746	5	5	5	5	4	5	5	4.666666508	5	5	5	5	3	5	3	3.666666746	3	3	5	3.666666746	5	5	5	5	3	2	3	2.666666746	4	2	2	2.666666746	5	4	4	4.333333492	0.5	2.8	4	5	5	4	3	5	3.666666667	4.666666667	2	3	2	1	0	0	0	0
395	c	23	0	1	0	0	1	3	1	37.5	1	2	1	4	3	2.666666746	3	3	2	2.666666746	4	3	1	2.666666746	3	3	4	3.333333254	2	3	1	2	3	2	3	2.666666746	5	2	4	3.666666746	1	3	4	2.666666746	2	2	5	3	3	2	4	3	0.25	1	4	3	1	2	5	2	3.666666667	3	2	1	2	1	1	1	1	1
396	c	35	0	1	0	0	0	5	0	12.5	1	1	4	4	5	4.333333492	5	5	5	5	5	5	5	5	5	5	5	5	4	5	4	4.333333492	5	5	4	4.666666508	5	5	5	5	5	4	4	4.333333492	5	5	5	5	5	4	5	4.666666508	0.5	4.6	3	3	4	2	2	3.5	2.666666667	2.490861619	2	1	2	5	1	0	1	2
